ID; COMPRAS ACUMULADAS ;MESES CUMPLIENDO VENTAS;ESTADO CIVIL;SEXO;Ubicaci—n geogr‡fica
401; $ 1.007.153.600 ;4;SOLTERO;FEMENINO;Oeste
402; $ 883.775.550 ;6;SOLTERO;FEMENINO;Oeste
403; $ 569.329.600 ;5;SOLTERO;FEMENINO;Oeste
404; $ 448.155.300 ;7;SOLTERO;FEMENINO;Oeste
405; $ 196.548.650 ;0;SOLTERO;FEMENINO;Oeste
406; $ 1.848.159.400 ;1;SOLTERO;FEMENINO;Oeste
407; $ 928.264.150 ;5;SOLTERO;FEMENINO;Oeste
408; $ 546.791.200 ;6;SOLTERO;FEMENINO;Oeste
409; $ 419.993.250 ;8;SOLTERO;FEMENINO;Oeste
410; $ 559.868.600 ;9;SOLTERO;FEMENINO;Oeste
411; $ 1.248.754.000 ;8;SOLTERO;FEMENINO;Oeste
412; $ 5.674.159.000 ;3;SOLTERO;FEMENINO;Oeste
413; $ 386.710.200 ;6;SOLTERO;FEMENINO;Oeste
414; $ 1.317.781.350 ;9;SOLTERO;FEMENINO;Oeste
415; $ 560.169.750 ;7;SOLTERO;FEMENINO;Oeste
416; $ 495.221.400 ;1;SOLTERO;FEMENINO;Oeste
417; $ 2.240.273.800 ;6;SOLTERO;FEMENINO;Oeste
418; $ 469.227.500 ;3;SOLTERO;FEMENINO;Oeste
419; $ 611.717.850 ;6;SOLTERO;FEMENINO;Oeste
420; $ 474.387.250 ;7;SOLTERO;FEMENINO;Oeste
421; $ 446.807.650 ;2;SOLTERO;FEMENINO;Oeste
422; $ 631.302.700 ;4;SOLTERO;FEMENINO;Oeste
423; $ 467.873.300 ;5;SOLTERO;FEMENINO;Oeste
424; $ 613.656.800 ;9;SOLTERO;FEMENINO;Oeste
425; $ 465.198.050 ;6;SOLTERO;FEMENINO;Oeste
426; $ 727.154.400 ;3;SOLTERO;FEMENINO;Oeste
427; $ 435.511.550 ;5;SOLTERO;FEMENINO;Oeste
428; $ 662.008.450 ;5;SOLTERO;FEMENINO;Oeste
429; $ 272.328.350 ;0;SOLTERO;FEMENINO;Oeste
430; $ 310.841.900 ;4;SOLTERO;FEMENINO;Oeste
431; $ 377.782.400 ;1;SOLTERO;FEMENINO;Oeste
432; $ 946.210.900 ;6;SOLTERO;FEMENINO;Oeste
433; $ 412.624.200 ;1;SOLTERO;FEMENINO;Oeste
434; $ 960.759.800 ;7;SOLTERO;FEMENINO;Oeste
435; $ 329.040.150 ;1;SOLTERO;FEMENINO;Oeste
436; $ 445.142.000 ;3;SOLTERO;FEMENINO;Oeste
437; $ 711.311.250 ;5;SOLTERO;FEMENINO;Oeste
438; $ 297.483.350 ;2;CASADO;FEMENINO;Oeste
439; $ 275.777.700 ;1;CASADO;FEMENINO;Oeste
440; $ 433.108.600 ;2;CASADO;FEMENINO;Oeste
441; $ 856.998.600 ;7;CASADO;FEMENINO;Oeste
442; $ 646.131.000 ;5;CASADO;FEMENINO;Oeste
443; $ 642.353.600 ;2;CASADO;FEMENINO;Oeste
444; $ 574.817.600 ;5;CASADO;FEMENINO;Oeste
445; $ 317.290.900 ;2;CASADO;FEMENINO;Oeste
446; $ 405.392.850 ;5;CASADO;FEMENINO;Oeste
447; $ 585.460.450 ;4;CASADO;FEMENINO;Oeste
448; $ 758.216.600 ;9;CASADO;FEMENINO;Oeste
449; $ 1.303.832.200 ;5;CASADO;FEMENINO;Oeste
450; $ 601.355.200 ;6;CASADO;FEMENINO;Oeste
451; $ 4.829.927.100 ;6;CASADO;FEMENINO;Oeste
452; $ 482.204.850 ;3;CASADO;FEMENINO;Oeste
453; $ 468.613.700 ;0;CASADO;FEMENINO;Oeste
454; $ 1.834.163.150 ;4;CASADO;FEMENINO;Oeste
455; $ 973.695.800 ;0;CASADO;FEMENINO;Oeste
456; $ 770.272.850 ;7;CASADO;FEMENINO;Oeste
457; $ 474.623.850 ;4;CASADO;FEMENINO;Oeste
458; $ 507.989.100 ;7;CASADO;FEMENINO;Oeste
459; $ 512.789.450 ;4;CASADO;FEMENINO;Oeste
460; $ 1.449.197.800 ;3;CASADO;FEMENINO;Oeste
461; $ 496.660.100 ;6;CASADO;FEMENINO;Oeste
462; $ 455.213.950 ;5;CASADO;FEMENINO;Oeste
463; $ 905.896.850 ;1;CASADO;FEMENINO;Oeste
464; $ 3.175.642.900 ;2;CASADO;FEMENINO;Oeste
465; $ 3.890.772.950 ;6;CASADO;FEMENINO;Oeste
466; $ 1.285.485.450 ;4;CASADO;FEMENINO;Oeste
467; $ 2.199.157.050 ;5;CASADO;FEMENINO;Oeste
468; $ 383.524.250 ;4;CASADO;FEMENINO;Oeste
469; $ 329.855.500 ;7;CASADO;FEMENINO;Oeste
470; $ 377.265.050 ;1;CASADO;FEMENINO;Oeste
471; $ 413.247.300 ;5;CASADO;FEMENINO;Oeste
472; $ 409.094.250 ;2;CASADO;FEMENINO;Oeste
473; $ 397.413.350 ;5;CASADO;FEMENINO;Oeste
474; $ 680.138.600 ;6;CASADO;FEMENINO;Oeste
475; $ 530.144.400 ;4;CASADO;FEMENINO;Oeste
476; $ 665.016.450 ;7;CASADO;FEMENINO;Oeste
477; $ 584.166.600 ;5;CASADO;FEMENINO;Oeste
478; $ 551.589.000 ;4;CASADO;FEMENINO;Oeste
479; $ 473.992.450 ;5;CASADO;FEMENINO;Oeste
480; $ 540.788.150 ;3;CASADO;FEMENINO;Oeste
481; $ 972.717.600 ;1;CASADO;FEMENINO;Oeste
482; $ 415.558.550 ;5;CASADO;FEMENINO;Oeste
483; $ 444.087.700 ;0;CASADO;FEMENINO;Oeste
484; $ 449.943.800 ;1;CASADO;FEMENINO;Oeste
485; $ 489.290.600 ;9;CASADO;FEMENINO;Oeste
486; $ 917.609.400 ;9;CASADO;FEMENINO;Oeste
487; $ 570.431.700 ;7;CASADO;FEMENINO;Oeste
488; $ 290.533.200 ;2;CASADO;FEMENINO;Oeste
489; $ 347.856.050 ;3;CASADO;FEMENINO;Oeste
490; $ 477.519.650 ;7;CASADO;FEMENINO;Oeste
491; $ 409.278.250 ;6;CASADO;FEMENINO;Oeste
492; $ 534.687.000 ;1;CASADO;FEMENINO;Oeste
493; $ 808.079.800 ;5;CASADO;FEMENINO;Oeste
494; $ 397.973.550 ;6;CASADO;FEMENINO;Oeste
495; $ 787.540.450 ;5;CASADO;FEMENINO;Oeste
496; $ 665.165.900 ;7;CASADO;FEMENINO;Oeste
497; $ 524.030.800 ;4;CASADO;FEMENINO;Oeste
498; $ 617.988.200 ;4;CASADO;FEMENINO;Oeste
499; $ 574.275.500 ;7;CASADO;FEMENINO;Oeste
500; $ 344.920.300 ;3;CASADO;FEMENINO;Oeste
501; $ 517.289.800 ;6;CASADO;FEMENINO;Oeste
502; $ 1.391.071.950 ;5;CASADO;FEMENINO;Oeste
503; $ 2.095.181.300 ;4;CASADO;FEMENINO;Oeste
504; $ 1.018.236.200 ;7;CASADO;FEMENINO;Oeste
505; $ 973.715.700 ;8;CASADO;FEMENINO;Oeste
506; $ 265.617.450 ;6;CASADO;FEMENINO;Oeste
507; $ 155.169.100 ;0;CASADO;FEMENINO;Oeste
508; $ 449.623.350 ;7;CASADO;FEMENINO;Oeste
509; $ 1.152.573.450 ;9;CASADO;FEMENINO;Oeste
510; $ 776.768.150 ;3;CASADO;FEMENINO;Oeste
511; $ 515.679.700 ;6;CASADO;FEMENINO;Oeste
512; $ 459.633.400 ;6;CASADO;FEMENINO;Oeste
513; $ 784.665.000 ;9;CASADO;FEMENINO;Oeste
514; $ 275.089.550 ;1;CASADO;FEMENINO;Oeste
515; $ 724.303.600 ;6;CASADO;FEMENINO;Oeste
516; $ 1.677.208.350 ;7;CASADO;FEMENINO;Oeste
517; $ 1.992.180.400 ;4;CASADO;FEMENINO;Oeste
518; $ 1.185.872.200 ;3;CASADO;FEMENINO;Oeste
519; $ 581.330.850 ;1;CASADO;FEMENINO;Oeste
520; $ 578.781.600 ;5;CASADO;FEMENINO;Oeste
521; $ 405.199.850 ;1;CASADO;FEMENINO;Oeste
522; $ 443.348.450 ;4;CASADO;FEMENINO;Oeste
523; $ 351.701.250 ;2;CASADO;FEMENINO;Oeste
524; $ 779.471.650 ;5;CASADO;FEMENINO;Oeste
525; $ 2.414.456.100 ;2;CASADO;FEMENINO;Oeste
526; $ 279.915.050 ;5;CASADO;FEMENINO;Oeste
527; $ 1.291.539.200 ;2;CASADO;FEMENINO;Oeste
528; $ 179.153.350 ;1;CASADO;FEMENINO;Oeste
529; $ 1.077.904.250 ;5;CASADO;FEMENINO;Oeste
530; $ 316.651.650 ;3;CASADO;FEMENINO;Oeste
531; $ 768.743.950 ;6;CASADO;FEMENINO;Oeste
532; $ 507.544.150 ;7;CASADO;FEMENINO;Oeste
533; $ 545.590.150 ;2;CASADO;FEMENINO;Oeste
534; $ 460.534.500 ;1;CASADO;FEMENINO;Oeste
535; $ 361.857.750 ;5;CASADO;FEMENINO;Oeste
536; $ 307.247.100 ;4;CASADO;FEMENINO;Oeste
537; $ 828.942.650 ;2;CASADO;FEMENINO;Oeste
538; $ 412.768.250 ;8;CASADO;FEMENINO;Oeste
539; $ 531.853.650 ;3;CASADO;FEMENINO;Oeste
540; $ 360.703.750 ;2;CASADO;FEMENINO;Oeste
541; $ 691.264.100 ;2;CASADO;FEMENINO;Oeste
542; $ 430.004.800 ;3;CASADO;FEMENINO;Oeste
543; $ 277.206.100 ;2;CASADO;FEMENINO;Oeste
544; $ 540.131.600 ;2;CASADO;FEMENINO;Oeste
545; $ 455.735.050 ;6;CASADO;FEMENINO;Oeste
546; $ 339.370.900 ;4;CASADO;FEMENINO;Oeste
547; $ 285.866.100 ;4;CASADO;FEMENINO;Oeste
548; $ 353.215.850 ;0;CASADO;FEMENINO;Oeste
549; $ 393.410.550 ;1;CASADO;FEMENINO;Oeste
550; $ 440.572.650 ;1;CASADO;FEMENINO;Oeste
551; $ 308.802.500 ;1;CASADO;FEMENINO;Oeste
552; $ 498.517.050 ;8;SOLTERO;FEMENINO;Oeste
553; $ 376.988.700 ;6;SOLTERO;FEMENINO;Oeste
554; $ 349.736.050 ;2;SOLTERO;FEMENINO;Oeste
555; $ 353.268.100 ;1;SOLTERO;FEMENINO;Oeste
556; $ 562.563.500 ;7;SOLTERO;FEMENINO;Oeste
557; $ 425.846.250 ;3;SOLTERO;FEMENINO;Oeste
558; $ 490.604.000 ;5;SOLTERO;FEMENINO;Oeste
559; $ 543.917.800 ;2;SOLTERO;FEMENINO;Oeste
560; $ 335.626.300 ;1;SOLTERO;FEMENINO;Oeste
561; $ 399.935.750 ;2;SOLTERO;FEMENINO;Oeste
562; $ 334.093.700 ;1;VIUDO;FEMENINO;Oeste
563; $ 266.217.850 ;1;VIUDO;FEMENINO;Oeste
564; $ 425.291.150 ;0;VIUDO;FEMENINO;Oeste
565; $ 500.096.100 ;7;VIUDO;FEMENINO;Oeste
566; $ 511.172.900 ;4;VIUDO;FEMENINO;Oeste
567; $ 667.261.050 ;5;VIUDO;FEMENINO;Oeste
568; $ 278.928.400 ;5;VIUDO;FEMENINO;Oeste
569; $ 406.223.950 ;2;VIUDO;FEMENINO;Oeste
570; $ 274.721.700 ;2;VIUDO;FEMENINO;Oeste
571; $ 769.954.950 ;7;VIUDO;FEMENINO;Oeste
572; $ 309.515.150 ;5;VIUDO;FEMENINO;Oeste
573; $ 574.407.600 ;8;VIUDO;FEMENINO;Oeste
574; $ 837.603.600 ;3;VIUDO;FEMENINO;Oeste
575; $ 510.932.900 ;8;VIUDO;FEMENINO;Oeste
576; $ 1.334.361.800 ;6;VIUDO;FEMENINO;Oeste
577; $ 2.443.206.850 ;5;VIUDO;FEMENINO;Oeste
578; $ 600.788.350 ;2;VIUDO;FEMENINO;Oeste
579; $ 582.165.500 ;1;VIUDO;FEMENINO;Oeste
580; $ 288.221.450 ;1;VIUDO;FEMENINO;Oeste
581; $ 658.645.800 ;5;VIUDO;FEMENINO;Oeste
582; $ 1.373.668.750 ;9;VIUDO;FEMENINO;Oeste
583; $ 275.432.400 ;5;VIUDO;FEMENINO;Oeste
584; $ 402.070.500 ;4;VIUDO;FEMENINO;Oeste
585; $ 717.768.850 ;7;VIUDO;FEMENINO;Oeste
586; $ 1.314.869.900 ;6;VIUDO;FEMENINO;Oeste
587; $ 413.950.800 ;5;VIUDO;FEMENINO;Oeste
588; $ 233.197.800 ;0;VIUDO;FEMENINO;Oeste
589; $ 2.930.708.050 ;3;VIUDO;FEMENINO;Oeste
590; $ 1.823.918.350 ;3;VIUDO;FEMENINO;Oeste
591; $ 2.236.249.050 ;8;VIUDO;FEMENINO;Oeste
592; $ 802.698.100 ;9;VIUDO;FEMENINO;Oeste
593; $ 964.640.050 ;9;VIUDO;FEMENINO;Oeste
594; $ 1.842.509.350 ;9;VIUDO;FEMENINO;Oeste
595; $ 298.560.750 ;3;VIUDO;FEMENINO;Oeste
596; $ 1.027.721.050 ;5;VIUDO;FEMENINO;Oeste
597; $ 655.323.150 ;6;VIUDO;FEMENINO;Oeste
598; $ 673.550.550 ;4;VIUDO;FEMENINO;Oeste
599; $ 477.086.950 ;1;VIUDO;FEMENINO;Oeste
600; $ 367.879.900 ;1;VIUDO;FEMENINO;Oeste
601; $ 464.180.700 ;0;VIUDO;FEMENINO;Oeste
602; $ 743.845.900 ;3;VIUDO;FEMENINO;Oeste
603; $ 561.483.000 ;7;VIUDO;FEMENINO;Oeste
604; $ 164.494.100 ;1;VIUDO;FEMENINO;Oeste
605; $ 1.312.605.250 ;3;VIUDO;FEMENINO;Oeste
606; $ 270.425.600 ;0;VIUDO;FEMENINO;Oeste
607; $ 1.488.022.000 ;6;VIUDO;FEMENINO;Oeste
608; $ 1.113.663.600 ;3;VIUDO;FEMENINO;Oeste
609; $ 287.937.600 ;4;VIUDO;FEMENINO;Oeste
610; $ 239.538.800 ;1;VIUDO;FEMENINO;Oeste
611; $ 351.978.750 ;5;VIUDO;FEMENINO;Oeste
612; $ 616.385.350 ;2;VIUDO;FEMENINO;Oeste
613; $ 563.562.100 ;5;VIUDO;FEMENINO;Oeste
614; $ 605.414.150 ;1;VIUDO;FEMENINO;Oeste
615; $ 504.526.050 ;3;VIUDO;FEMENINO;Oeste
616; $ 458.978.650 ;6;VIUDO;FEMENINO;Oeste
617; $ 920.755.050 ;7;VIUDO;FEMENINO;Oeste
618; $ 433.392.300 ;4;VIUDO;FEMENINO;Oeste
619; $ 720.724.700 ;6;VIUDO;FEMENINO;Oeste
620; $ 298.851.700 ;0;VIUDO;FEMENINO;Oeste
621; $ 1.999.796.200 ;2;VIUDO;FEMENINO;Oeste
622; $ 494.806.950 ;3;VIUDO;FEMENINO;Oeste
623; $ 593.474.950 ;3;VIUDO;FEMENINO;Oeste
624; $ 639.273.150 ;4;VIUDO;FEMENINO;Oeste
625; $ 510.690.000 ;3;VIUDO;FEMENINO;Oeste
626; $ 451.162.400 ;3;VIUDO;FEMENINO;Oeste
627; $ 902.228.100 ;4;VIUDO;FEMENINO;Oeste
628; $ 334.320.950 ;4;VIUDO;FEMENINO;Oeste
629; $ 1.023.619.150 ;9;VIUDO;FEMENINO;Oeste
630; $ 329.950.400 ;5;VIUDO;FEMENINO;Oeste
631; $ 455.578.450 ;0;VIUDO;FEMENINO;Oeste
632; $ 519.438.350 ;5;VIUDO;FEMENINO;Oeste
633; $ 276.844.950 ;1;VIUDO;FEMENINO;Oeste
634; $ 435.616.450 ;5;VIUDO;FEMENINO;Oeste
635; $ 2.313.746.500 ;5;VIUDO;FEMENINO;Oeste
636; $ 277.576.000 ;6;VIUDO;FEMENINO;Oeste
637; $ 246.738.700 ;4;VIUDO;FEMENINO;Oeste
638; $ 549.229.750 ;2;VIUDO;FEMENINO;Oeste
639; $ 758.353.750 ;3;VIUDO;FEMENINO;Oeste
640; $ 350.493.850 ;1;VIUDO;FEMENINO;Oeste
641; $ 450.086.900 ;5;VIUDO;FEMENINO;Oeste
642; $ 492.580.900 ;3;VIUDO;FEMENINO;Oeste
643; $ 303.531.650 ;2;VIUDO;FEMENINO;Oeste
644; $ 467.159.050 ;2;VIUDO;FEMENINO;Oeste
645; $ 1.676.032.850 ;1;VIUDO;FEMENINO;Oeste
646; $ 593.823.900 ;8;VIUDO;FEMENINO;Oeste
647; $ 349.050.500 ;5;VIUDO;FEMENINO;Oeste
648; $ 1.763.037.350 ;9;VIUDO;FEMENINO;Oeste
649; $ 1.709.874.850 ;7;VIUDO;FEMENINO;Oeste
650; $ 389.868.150 ;0;VIUDO;FEMENINO;Oeste
651; $ 671.095.050 ;7;VIUDO;FEMENINO;Oeste
652; $ 1.451.424.350 ;6;VIUDO;FEMENINO;Oeste
653; $ 1.047.986.900 ;2;VIUDO;FEMENINO;Oeste
654; $ 865.188.450 ;6;VIUDO;FEMENINO;Oeste
655; $ 415.603.900 ;6;VIUDO;FEMENINO;Oeste
656; $ 972.481.350 ;3;VIUDO;FEMENINO;Oeste
657; $ 1.484.338.900 ;8;VIUDO;FEMENINO;Oeste
658; $ 334.688.450 ;6;VIUDO;FEMENINO;Oeste
659; $ 939.608.750 ;2;VIUDO;FEMENINO;Oeste
660; $ 788.058.850 ;3;VIUDO;FEMENINO;Oeste
661; $ 2.221.697.500 ;1;VIUDO;FEMENINO;Oeste
662; $ 324.947.850 ;0;VIUDO;FEMENINO;Oeste
663; $ 862.074.550 ;9;VIUDO;FEMENINO;Oeste
664; $ 334.981.500 ;5;VIUDO;FEMENINO;Oeste
665; $ 863.649.500 ;1;VIUDO;FEMENINO;Oeste
666; $ 581.109.550 ;4;VIUDO;FEMENINO;Oeste
667; $ 1.023.123.550 ;2;VIUDO;FEMENINO;Oeste
668; $ 843.333.450 ;3;VIUDO;FEMENINO;Oeste
669; $ 1.234.861.600 ;7;VIUDO;FEMENINO;Oeste
670; $ 130.621.250 ;1;VIUDO;FEMENINO;Oeste
671; $ 931.044.050 ;3;VIUDO;FEMENINO;Oeste
672; $ 585.596.900 ;3;VIUDO;FEMENINO;Oeste
673; $ 1.525.691.500 ;2;VIUDO;FEMENINO;Oeste
674; $ 715.649.150 ;5;VIUDO;FEMENINO;Oeste
675; $ 1.995.613.450 ;3;VIUDO;FEMENINO;Oeste
676; $ 451.340.700 ;2;VIUDO;FEMENINO;Oeste
677; $ 1.547.045.600 ;3;VIUDO;FEMENINO;Oeste
678; $ 1.748.549.750 ;5;VIUDO;FEMENINO;Oeste
679; $ 753.952.350 ;7;VIUDO;FEMENINO;Oeste
680; $ 761.529.200 ;7;VIUDO;FEMENINO;Oeste
681; $ 329.138.800 ;6;VIUDO;FEMENINO;Oeste
682; $ 556.091.100 ;1;VIUDO;FEMENINO;Oeste
683; $ 470.367.800 ;2;VIUDO;FEMENINO;Oeste
684; $ 753.711.550 ;4;VIUDO;FEMENINO;Oeste
685; $ 623.537.050 ;3;VIUDO;FEMENINO;Oeste
686; $ 372.516.750 ;4;VIUDO;FEMENINO;Oeste
687; $ 424.338.750 ;3;VIUDO;FEMENINO;Oeste
688; $ 919.642.450 ;1;VIUDO;FEMENINO;Oeste
689; $ 952.534.050 ;0;VIUDO;FEMENINO;Oeste
690; $ 752.749.000 ;7;VIUDO;FEMENINO;Oeste
691; $ 405.543.850 ;7;VIUDO;FEMENINO;Oeste
692; $ 2.801.748.950 ;8;VIUDO;FEMENINO;Oeste
693; $ 296.809.950 ;2;VIUDO;FEMENINO;Oeste
694; $ 373.038.550 ;3;VIUDO;FEMENINO;Oeste
695; $ 2.848.116.900 ;8;VIUDO;FEMENINO;Oeste
696; $ 584.846.600 ;5;VIUDO;FEMENINO;Oeste
697; $ 520.312.150 ;4;VIUDO;FEMENINO;Oeste
698; $ 1.824.945.150 ;7;VIUDO;FEMENINO;Oeste
699; $ 658.175.200 ;5;VIUDO;FEMENINO;Oeste
700; $ 411.312.600 ;5;VIUDO;FEMENINO;Oeste
701; $ 1.401.407.250 ;9;VIUDO;FEMENINO;Oeste
702; $ 752.093.050 ;6;VIUDO;FEMENINO;Oeste
703; $ 365.451.150 ;5;VIUDO;FEMENINO;Oeste
704; $ 355.173.200 ;3;VIUDO;FEMENINO;Oeste
705; $ 506.497.100 ;0;VIUDO;FEMENINO;Oeste
706; $ 362.504.250 ;6;VIUDO;FEMENINO;Oeste
707; $ 365.514.900 ;1;VIUDO;FEMENINO;Oeste
708; $ 379.416.400 ;0;VIUDO;FEMENINO;Oeste
709; $ 1.605.460.600 ;2;VIUDO;FEMENINO;Oeste
710; $ 250.901.500 ;1;VIUDO;FEMENINO;Oeste
711; $ 132.052.150 ;1;VIUDO;FEMENINO;Oeste
712; $ 672.315.500 ;6;VIUDO;FEMENINO;Oeste
713; $ 429.131.050 ;1;SOLTERO;FEMENINO;Oeste
714; $ 615.728.950 ;2;SOLTERO;FEMENINO;Oeste
715; $ 324.804.800 ;0;SOLTERO;FEMENINO;Oeste
716; $ 659.333.550 ;4;SOLTERO;FEMENINO;Oeste
717; $ 380.457.050 ;4;SOLTERO;FEMENINO;Oeste
718; $ 298.572.300 ;3;SOLTERO;FEMENINO;Oeste
719; $ 347.093.050 ;5;SOLTERO;FEMENINO;Oeste
720; $ 815.516.900 ;4;SOLTERO;FEMENINO;Oeste
721; $ 1.426.357.000 ;1;SOLTERO;FEMENINO;Oeste
722; $ 1.181.464.400 ;5;SOLTERO;FEMENINO;Oeste
723; $ 562.678.200 ;4;SOLTERO;FEMENINO;Oeste
724; $ 2.134.373.950 ;8;SOLTERO;FEMENINO;Oeste
725; $ 384.757.100 ;6;SOLTERO;FEMENINO;Oeste
726; $ 705.356.450 ;8;SOLTERO;FEMENINO;Oeste
727; $ 2.801.338.350 ;1;SOLTERO;FEMENINO;Oeste
728; $ 1.004.174.300 ;3;SOLTERO;FEMENINO;Oeste
729; $ 688.674.450 ;1;SOLTERO;FEMENINO;Oeste
730; $ 700.372.800 ;7;SOLTERO;FEMENINO;Oeste
731; $ 976.341.050 ;4;SOLTERO;FEMENINO;Oeste
732; $ 366.897.000 ;9;SOLTERO;FEMENINO;Oeste
733; $ 570.532.250 ;8;SOLTERO;FEMENINO;Oeste
734; $ 845.806.200 ;7;SOLTERO;FEMENINO;Oeste
735; $ 799.429.150 ;1;SOLTERO;FEMENINO;Oeste
736; $ 529.494.550 ;5;SOLTERO;FEMENINO;Oeste
737; $ 150.244.950 ;1;SOLTERO;FEMENINO;Oeste
738; $ 1.428.349.800 ;3;SOLTERO;FEMENINO;Oeste
739; $ 463.544.600 ;4;SOLTERO;FEMENINO;Oeste
740; $ 1.051.085.500 ;4;SOLTERO;FEMENINO;Oeste
741; $ 242.998.150 ;1;SOLTERO;FEMENINO;Oeste
742; $ 568.675.300 ;2;SOLTERO;FEMENINO;Oeste
743; $ 383.122.650 ;2;SOLTERO;FEMENINO;Oeste
744; $ 807.617.200 ;1;SOLTERO;FEMENINO;Oeste
745; $ 697.595.600 ;2;SOLTERO;FEMENINO;Oeste
746; $ 575.935.700 ;3;SOLTERO;FEMENINO;Oeste
747; $ 657.355.800 ;4;SOLTERO;FEMENINO;Oeste
748; $ 1.728.580.600 ;0;SOLTERO;FEMENINO;Oeste
749; $ 537.070.500 ;3;SOLTERO;FEMENINO;Oeste
750; $ 675.900.800 ;7;SOLTERO;FEMENINO;Oeste
751; $ 326.158.700 ;2;SOLTERO;FEMENINO;Oeste
752; $ 605.946.050 ;7;SOLTERO;FEMENINO;Oeste
753; $ 717.811.250 ;6;SOLTERO;FEMENINO;Oeste
754; $ 357.582.700 ;0;SOLTERO;FEMENINO;Oeste
755; $ 442.395.900 ;5;SOLTERO;FEMENINO;Oeste
756; $ 245.027.450 ;3;SOLTERO;FEMENINO;Oeste
757; $ 673.128.600 ;7;SOLTERO;FEMENINO;Oeste
758; $ 1.841.444.350 ;4;SOLTERO;FEMENINO;Oeste
759; $ 438.834.800 ;2;SOLTERO;FEMENINO;Oeste
760; $ 381.407.700 ;2;SOLTERO;FEMENINO;Oeste
761; $ 209.434.250 ;0;SOLTERO;FEMENINO;Oeste
762; $ 839.875.950 ;1;SOLTERO;FEMENINO;Oeste
763; $ 2.619.118.200 ;7;SOLTERO;FEMENINO;Oeste
764; $ 428.162.050 ;3;SOLTERO;FEMENINO;Oeste
765; $ 593.827.000 ;5;SOLTERO;FEMENINO;Oeste
766; $ 677.789.100 ;3;SOLTERO;FEMENINO;Oeste
767; $ 562.382.500 ;5;SOLTERO;FEMENINO;Oeste
768; $ 470.532.150 ;1;CASADO;FEMENINO;Oeste
769; $ 483.887.250 ;6;CASADO;FEMENINO;Oeste
770; $ 800.152.900 ;1;CASADO;FEMENINO;Oeste
771; $ 417.234.700 ;0;CASADO;FEMENINO;Oeste
772; $ 451.135.600 ;7;CASADO;FEMENINO;Oeste
773; $ 226.197.550 ;3;CASADO;FEMENINO;Oeste
774; $ 347.355.750 ;5;CASADO;FEMENINO;Oeste
775; $ 992.386.400 ;5;CASADO;FEMENINO;Oeste
776; $ 450.923.450 ;3;CASADO;FEMENINO;Oeste
777; $ 417.006.050 ;5;CASADO;FEMENINO;Oeste
778; $ 328.198.000 ;7;CASADO;FEMENINO;Oeste
779; $ 298.303.400 ;5;CASADO;FEMENINO;Oeste
780; $ 468.269.650 ;6;CASADO;FEMENINO;Oeste
781; $ 462.548.800 ;4;CASADO;FEMENINO;Oeste
782; $ 302.169.700 ;1;CASADO;FEMENINO;Oeste
783; $ 371.017.750 ;6;CASADO;FEMENINO;Oeste
784; $ 390.076.100 ;3;CASADO;FEMENINO;Oeste
785; $ 299.849.250 ;4;CASADO;FEMENINO;Oeste
786; $ 121.719.900 ;0;CASADO;FEMENINO;Oeste
787; $ 685.789.800 ;2;CASADO;FEMENINO;Oeste
788; $ 668.174.350 ;4;CASADO;FEMENINO;Oeste
789; $ 753.519.000 ;3;CASADO;FEMENINO;Oeste
790; $ 252.781.450 ;0;CASADO;FEMENINO;Oeste
791; $ 293.290.550 ;1;CASADO;FEMENINO;Oeste
792; $ 457.507.850 ;1;CASADO;FEMENINO;Oeste
793; $ 226.228.300 ;4;CASADO;FEMENINO;Oeste
794; $ 676.966.300 ;5;CASADO;FEMENINO;Oeste
795; $ 412.894.300 ;2;CASADO;FEMENINO;Oeste
796; $ 439.378.700 ;5;CASADO;FEMENINO;Oeste
797; $ 423.207.950 ;3;CASADO;FEMENINO;Oeste
798; $ 471.736.800 ;3;CASADO;FEMENINO;Oeste
799; $ 418.210.450 ;2;CASADO;FEMENINO;Oeste
800; $ 507.208.850 ;6;CASADO;FEMENINO;Oeste
801; $ 938.619.050 ;5;CASADO;FEMENINO;Oeste
802; $ 365.196.900 ;5;CASADO;FEMENINO;Oeste
803; $ 373.325.650 ;4;CASADO;FEMENINO;Oeste
804; $ 1.097.972.750 ;6;CASADO;FEMENINO;Oeste
805; $ 757.057.350 ;2;CASADO;FEMENINO;Oeste
806; $ 525.745.600 ;2;CASADO;FEMENINO;Oeste
807; $ 364.837.400 ;4;CASADO;FEMENINO;Oeste
808; $ 722.692.000 ;2;CASADO;FEMENINO;Oeste
809; $ 367.023.550 ;1;CASADO;FEMENINO;Oeste
810; $ 384.875.400 ;5;CASADO;FEMENINO;Oeste
811; $ 353.816.850 ;2;CASADO;FEMENINO;Oeste
812; $ 420.883.150 ;6;CASADO;FEMENINO;Oeste
813; $ 1.477.486.150 ;6;CASADO;FEMENINO;Oeste
814; $ 5.566.269.650 ;9;CASADO;FEMENINO;Oeste
815; $ 265.563.250 ;6;CASADO;FEMENINO;Oeste
816; $ 487.441.200 ;6;CASADO;FEMENINO;Oeste
817; $ 936.849.100 ;3;CASADO;FEMENINO;Oeste
818; $ 378.727.850 ;5;CASADO;FEMENINO;Oeste
819; $ 368.645.700 ;8;CASADO;FEMENINO;Oeste
